locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCMBFCID_01484	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OCMBFCID_01485	CDS	363			COG2852	putative protein
OCMBFCID_01486	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
OCMBFCID_01487	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
OCMBFCID_01488	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
OCMBFCID_01489	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
OCMBFCID_01490	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
OCMBFCID_01491	CDS	246				hypothetical protein
OCMBFCID_01492	CDS	1386	puuP		COG0531	Putrescine importer PuuP
OCMBFCID_01493	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
OCMBFCID_01494	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
OCMBFCID_01495	CDS	558	puuR			HTH-type transcriptional regulator PuuR
OCMBFCID_01496	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
OCMBFCID_01497	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
OCMBFCID_01498	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
OCMBFCID_01499	CDS	978	pspF		COG1221	Psp operon transcriptional activator
OCMBFCID_01500	CDS	669	pspA		COG1842	Phage shock protein A
OCMBFCID_01501	CDS	225	pspB_1			Phage shock protein B
OCMBFCID_01502	CDS	360	pspC		COG1983	Phage shock protein C
OCMBFCID_01503	CDS	222	pspD			Phage shock protein D
OCMBFCID_01504	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
OCMBFCID_01505	CDS	1398	ycjX		COG3106	putative protein YcjX
OCMBFCID_01506	CDS	1062				hypothetical protein
OCMBFCID_01507	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
OCMBFCID_01508	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
OCMBFCID_01509	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OCMBFCID_01510	CDS	729	mpaA		COG2866	Protein MpaA
OCMBFCID_01511	CDS	639				hypothetical protein
OCMBFCID_01512	CDS	921	ycjY_2		COG1073	putative protein YcjY
OCMBFCID_01513	CDS	900	pgrR_4			HTH-type transcriptional regulator PgrR
OCMBFCID_01514	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
OCMBFCID_01515	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
OCMBFCID_01516	CDS	258				hypothetical protein
OCMBFCID_01517	CDS	951	uspE		COG0589	Universal stress protein E
OCMBFCID_01518	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
OCMBFCID_01519	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OCMBFCID_01520	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
OCMBFCID_01521	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
OCMBFCID_01522	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
OCMBFCID_01523	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
OCMBFCID_01524	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
OCMBFCID_01525	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
OCMBFCID_01526	CDS	984	zntB		COG0598	Zinc transport protein ZntB
OCMBFCID_01527	CDS	174				hypothetical protein
OCMBFCID_01528	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
OCMBFCID_01529	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OCMBFCID_01530	CDS	435	uspF		COG0589	Universal stress protein F
OCMBFCID_01531	CDS	1134	ompN		COG3203	Outer membrane protein N
OCMBFCID_01532	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
OCMBFCID_01533	CDS	267				hypothetical protein
OCMBFCID_01534	CDS	423	hslJ		COG3187	Heat shock protein HslJ
OCMBFCID_01535	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
OCMBFCID_01536	CDS	2640				hypothetical protein
OCMBFCID_01537	CDS	186				hypothetical protein
OCMBFCID_01538	CDS	324				hypothetical protein
OCMBFCID_01539	CDS	5820				hypothetical protein
OCMBFCID_01540	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
OCMBFCID_01541	CDS	2307				hypothetical protein
OCMBFCID_01542	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
OCMBFCID_01543	CDS	897	cdsA_2	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OCMBFCID_01544	CDS	1758	ynbC		COG2267	putative protein YnbC
OCMBFCID_01545	CDS	1269	ynbD		COG0671	putative protein YnbD
OCMBFCID_01546	CDS	606	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
OCMBFCID_01547	CDS	3903	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
OCMBFCID_01548	CDS	300				hypothetical protein
OCMBFCID_01549	CDS	495				hypothetical protein
OCMBFCID_01550	CDS	111				hypothetical protein
OCMBFCID_01551	CDS	801	ydcF		COG1434	Protein YdcF
OCMBFCID_01552	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
OCMBFCID_01553	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
OCMBFCID_01554	CDS	531	cybB		COG3038	Cytochrome b561
OCMBFCID_01555	CDS	174				hypothetical protein
OCMBFCID_01556	CDS	168				hypothetical protein
OCMBFCID_01557	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
OCMBFCID_01558	CDS	924	catM			HTH-type transcriptional regulator CatM
OCMBFCID_01559	CDS	1344			COG5383	putative protein
OCMBFCID_01560	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
OCMBFCID_01561	CDS	225				hypothetical protein
OCMBFCID_01562	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
OCMBFCID_01563	CDS	981	glmU_1	2.3.1.157		Bifunctional protein GlmU
OCMBFCID_01564	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
OCMBFCID_01565	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
OCMBFCID_01566	CDS	669				hypothetical protein
OCMBFCID_01567	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
OCMBFCID_01568	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
OCMBFCID_01569	CDS	2004	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
OCMBFCID_01570	CDS	171				hypothetical protein
OCMBFCID_01571	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
OCMBFCID_01572	CDS	438	hicB		COG1598	Antitoxin HicB
OCMBFCID_01573	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
OCMBFCID_01574	CDS	1146	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
OCMBFCID_01575	CDS	1014	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OCMBFCID_01576	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
OCMBFCID_01577	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
OCMBFCID_01578	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
OCMBFCID_01579	CDS	810	vatD	2.3.1.-		Streptogramin A acetyltransferase
OCMBFCID_01580	CDS	198				hypothetical protein
OCMBFCID_01581	CDS	174	ortT			Orphan toxin OrtT
OCMBFCID_01582	CDS	234	ydcY			putative protein YdcY
OCMBFCID_01583	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
OCMBFCID_01584	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
OCMBFCID_01585	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
OCMBFCID_01586	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
OCMBFCID_01587	CDS	2103	fecA_1		COG4772	Fe(3+) dicitrate transport protein FecA
OCMBFCID_01588	CDS	1062	yncE_1		COG3391	putative protein YncE
OCMBFCID_01589	CDS	1500	ansP2		COG1113	L-asparagine permease 2
OCMBFCID_01590	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
OCMBFCID_01591	CDS	285				hypothetical protein
OCMBFCID_01592	CDS	2406	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
OCMBFCID_01593	CDS	792				hypothetical protein
OCMBFCID_01594	CDS	660				hypothetical protein
OCMBFCID_01595	CDS	177				hypothetical protein
OCMBFCID_01596	CDS	561				hypothetical protein
OCMBFCID_01597	CDS	636				hypothetical protein
OCMBFCID_01598	CDS	570	flr			Flavoredoxin
OCMBFCID_01599	CDS	846	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
OCMBFCID_01600	CDS	522				hypothetical protein
OCMBFCID_01601	CDS	603				hypothetical protein
OCMBFCID_01602	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
OCMBFCID_01603	CDS	681	narV	1.7.99.4	COG2181	Respiratory nitrate reductase 2 gamma chain
OCMBFCID_01604	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
OCMBFCID_01605	CDS	1545	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
OCMBFCID_01606	CDS	3741	narZ	1.7.99.4	COG5013	Respiratory nitrate reductase 2 alpha chain
OCMBFCID_01607	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
OCMBFCID_01608	CDS	1257	slrP_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
OCMBFCID_01609	CDS	1260		2.3.2.27	COG4886	putative E3 ubiquitin-protein ligase ipaH7.8
OCMBFCID_01610	CDS	1101	ompD_2			Outer membrane porin protein OmpD
OCMBFCID_01611	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
OCMBFCID_01612	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OCMBFCID_01613	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OCMBFCID_01614	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OCMBFCID_01615	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OCMBFCID_01616	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
OCMBFCID_01617	CDS	279	higB_1	3.1.-.-		Endoribonuclease HigB
OCMBFCID_01618	CDS	171				hypothetical protein
OCMBFCID_01619	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
OCMBFCID_01620	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
OCMBFCID_01621	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
OCMBFCID_01622	CDS	216	bdm			Protein bdm
OCMBFCID_01623	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OCMBFCID_01624	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OCMBFCID_01625	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
OCMBFCID_01626	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
OCMBFCID_01627	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
OCMBFCID_01628	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
OCMBFCID_01629	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
OCMBFCID_01630	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
OCMBFCID_01631	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
OCMBFCID_01632	CDS	1320				hypothetical protein
OCMBFCID_01633	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
OCMBFCID_01634	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
OCMBFCID_01635	CDS	2784	yhjJ_1		COG0612	Protein YhjJ
OCMBFCID_01636	CDS	2373				hypothetical protein
OCMBFCID_01637	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
OCMBFCID_01638	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OCMBFCID_01639	CDS	1683	betC_1	3.1.6.6	COG3119	Choline-sulfatase
OCMBFCID_01640	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
OCMBFCID_01641	CDS	234	safA			Two-component-system connector protein SafA
OCMBFCID_01642	CDS	2280	ydeP		COG0243	Protein YdeP
OCMBFCID_01643	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
OCMBFCID_01644	CDS	504	fimG_1			Protein FimG
OCMBFCID_01645	CDS	531	fimF_1			Protein FimF
OCMBFCID_01646	CDS	2652	fimD_1		COG3188	Outer membrane usher protein FimD
OCMBFCID_01647	CDS	711	focC_1			Chaperone protein FocC
OCMBFCID_01648	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
OCMBFCID_01649	CDS	804				hypothetical protein
OCMBFCID_01650	CDS	711				hypothetical protein
OCMBFCID_01651	CDS	1020	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
OCMBFCID_01652	CDS	573	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
OCMBFCID_01653	CDS	192				hypothetical protein
OCMBFCID_01654	CDS	420				hypothetical protein
OCMBFCID_01655	CDS	948	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
OCMBFCID_01656	CDS	690	hchA_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase HchA
OCMBFCID_01657	CDS	309				hypothetical protein
OCMBFCID_01658	CDS	900	pgrR_5			HTH-type transcriptional regulator PgrR
OCMBFCID_01659	CDS	111				hypothetical protein
OCMBFCID_01660	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
OCMBFCID_01661	CDS	285	hipB		COG1396	Antitoxin HipB
OCMBFCID_01662	CDS	5421	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
OCMBFCID_01663	CDS	1593	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
OCMBFCID_01664	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
OCMBFCID_01665	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
OCMBFCID_01666	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
OCMBFCID_01667	CDS	993	lsrD_2			Autoinducer 2 import system permease protein LsrD
OCMBFCID_01668	CDS	1023	lsrB_2			Autoinducer 2-binding protein LsrB
OCMBFCID_01669	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
OCMBFCID_01670	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
OCMBFCID_01671	CDS	759	tam_2	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
OCMBFCID_01672	CDS	795				hypothetical protein
OCMBFCID_01673	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
OCMBFCID_01674	CDS	1419	dgcQ_1	2.7.7.65		putative diguanylate cyclase DgcQ
OCMBFCID_01675	CDS	360				hypothetical protein
OCMBFCID_01676	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
OCMBFCID_01677	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
OCMBFCID_01678	CDS	876	gltR		COG0583	HTH-type transcriptional regulator GltR
OCMBFCID_01679	CDS	1116				hypothetical protein
OCMBFCID_01680	CDS	1191	sotB		COG2814	Sugar efflux transporter
OCMBFCID_01681	CDS	666				hypothetical protein
OCMBFCID_01682	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
OCMBFCID_01683	CDS	384	marA			Multiple antibiotic resistance protein MarA
OCMBFCID_01684	CDS	219				hypothetical protein
OCMBFCID_01685	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
OCMBFCID_01686	CDS	1188				hypothetical protein
OCMBFCID_01687	CDS	96	yneM			putative protein YneM
OCMBFCID_01688	CDS	891	dgcZ_2	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
OCMBFCID_01689	CDS	393	ygiW_1		COG3111	Protein YgiW
OCMBFCID_01690	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
OCMBFCID_01691	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OCMBFCID_01692	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
OCMBFCID_01693	CDS	204	ydfZ			Putative selenoprotein YdfZ
OCMBFCID_01694	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OCMBFCID_01695	CDS	1284	proP_1			Proline/betaine transporter
OCMBFCID_01696	CDS	234	ydfK_1			Cold shock protein YdfK
OCMBFCID_01697	CDS	591	pinR	3.1.22.-	COG1961	Serine recombinase PinR
OCMBFCID_01698	CDS	576	tfaE_4			Prophage tail fiber assembly protein TfaE
OCMBFCID_01699	CDS	2916				hypothetical protein
OCMBFCID_01700	CDS	600	ompX_4		COG3637	Outer membrane protein X
OCMBFCID_01701	CDS	3399				hypothetical protein
OCMBFCID_01702	CDS	549				hypothetical protein
OCMBFCID_01703	CDS	600				hypothetical protein
OCMBFCID_01704	CDS	699				hypothetical protein
OCMBFCID_01705	CDS	330				hypothetical protein
OCMBFCID_01706	CDS	3066				hypothetical protein
OCMBFCID_01707	CDS	318				hypothetical protein
OCMBFCID_01708	CDS	387				hypothetical protein
OCMBFCID_01709	CDS	744				hypothetical protein
OCMBFCID_01710	CDS	402				hypothetical protein
OCMBFCID_01711	CDS	579				hypothetical protein
OCMBFCID_01712	CDS	276				hypothetical protein
OCMBFCID_01713	CDS	324				hypothetical protein
OCMBFCID_01714	CDS	2028	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
OCMBFCID_01715	CDS	1509				hypothetical protein
OCMBFCID_01716	CDS	213				hypothetical protein
OCMBFCID_01717	CDS	2103				hypothetical protein
OCMBFCID_01718	CDS	495				hypothetical protein
OCMBFCID_01719	CDS	168				hypothetical protein
OCMBFCID_01720	CDS	207				hypothetical protein
OCMBFCID_01721	CDS	411	ydfO_2		COG5562	putative protein YdfO
OCMBFCID_01722	CDS	174	gnsA_2			Protein GnsA
OCMBFCID_01723	CDS	213	cspJ			Cold shock-like protein CspJ
OCMBFCID_01724	CDS	498				hypothetical protein
OCMBFCID_01725	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
OCMBFCID_01726	CDS	288	ydfR_3			putative protein YdfR
OCMBFCID_01727	CDS	207				hypothetical protein
OCMBFCID_01728	CDS	120				hypothetical protein
OCMBFCID_01729	CDS	216	cspB		COG1278	Cold shock-like protein CspB
OCMBFCID_01730	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
OCMBFCID_01731	CDS	753				hypothetical protein
OCMBFCID_01732	CDS	1050				hypothetical protein
OCMBFCID_01733	CDS	252				hypothetical protein
OCMBFCID_01734	CDS	213	hokC_3			Toxic protein HokC
OCMBFCID_01735	CDS	1788				hypothetical protein
OCMBFCID_01736	CDS	402				hypothetical protein
OCMBFCID_01737	CDS	966				hypothetical protein
OCMBFCID_01738	CDS	522				hypothetical protein
OCMBFCID_01739	CDS	228				hypothetical protein
OCMBFCID_01740	CDS	459				hypothetical protein
OCMBFCID_01741	CDS	156				hypothetical protein
OCMBFCID_01742	CDS	576	ydfB			putative protein YdfB
OCMBFCID_01743	CDS	135				hypothetical protein
OCMBFCID_01744	CDS	981				hypothetical protein
OCMBFCID_01745	CDS	192				hypothetical protein
OCMBFCID_01746	CDS	2472	recE_3	3.1.11.-		Exodeoxyribonuclease 8
OCMBFCID_01747	CDS	237				hypothetical protein
OCMBFCID_01748	CDS	1281	intQ_2		COG0582	Putative defective protein IntQ
OCMBFCID_01749	CDS	111				hypothetical protein
OCMBFCID_01750	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
OCMBFCID_01751	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
OCMBFCID_01752	CDS	327				hypothetical protein
OCMBFCID_01753	CDS	342				hypothetical protein
OCMBFCID_01754	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
OCMBFCID_01755	CDS	747				hypothetical protein
OCMBFCID_01756	CDS	306	ynfD			putative protein YnfD
OCMBFCID_01757	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OCMBFCID_01758	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
OCMBFCID_01759	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OCMBFCID_01760	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OCMBFCID_01761	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
OCMBFCID_01762	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
OCMBFCID_01763	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OCMBFCID_01764	CDS	1221	mlc_1		COG1940	Protein mlc
OCMBFCID_01765	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
OCMBFCID_01766	CDS	1254	ynfM			Inner membrane transport protein YnfM
OCMBFCID_01767	CDS	309	asr			Acid shock protein
OCMBFCID_01768	CDS	822				hypothetical protein
OCMBFCID_01769	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
OCMBFCID_01770	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
OCMBFCID_01771	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
OCMBFCID_01772	CDS	1389	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
OCMBFCID_01773	CDS	1533	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
OCMBFCID_01774	CDS	945	ydgH			Protein YdgH
OCMBFCID_01775	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
OCMBFCID_01776	CDS	723	folM	1.5.1.-	COG1028	Dihydromonapterin reductase
OCMBFCID_01777	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
OCMBFCID_01778	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
OCMBFCID_01779	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
OCMBFCID_01780	CDS	930	tus			DNA replication terminus site-binding protein
OCMBFCID_01781	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OCMBFCID_01782	CDS	1329				hypothetical protein
OCMBFCID_01783	CDS	1647	fumA_2	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OCMBFCID_01784	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
OCMBFCID_01785	CDS	1509	ydgA_1		COG5339	Protein YdgA
OCMBFCID_01786	CDS	1266	uidC			Membrane-associated protein UidC
OCMBFCID_01787	CDS	1374	uidB		COG2211	Glucuronide carrier protein
OCMBFCID_01788	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
OCMBFCID_01789	CDS	579	kstR2			HTH-type transcriptional repressor KstR2
OCMBFCID_01790	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
OCMBFCID_01791	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
OCMBFCID_01792	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
OCMBFCID_01793	CDS	1173	malY		COG1168	Protein MalY
OCMBFCID_01794	CDS	1002		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
OCMBFCID_01795	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
OCMBFCID_01796	CDS	216	cnu			OriC-binding nucleoid-associated protein
OCMBFCID_01797	CDS	441	ydgK			Inner membrane protein YdgK
OCMBFCID_01798	CDS	582	rsxA		COG4657	Electron transport complex subunit RsxA
OCMBFCID_01799	CDS	579	rsxB		COG2878	Electron transport complex subunit RsxB
OCMBFCID_01800	CDS	2223	rsxC		COG4656	Electron transport complex subunit RsxC
OCMBFCID_01801	CDS	1059	rsxD		COG4658	Electron transport complex subunit RsxD
OCMBFCID_01802	CDS	621	rsxG		COG4659	Electron transport complex subunit RsxG
OCMBFCID_01803	CDS	696	rsxE		COG4660	Electron transport complex subunit RsxE
