locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNIJKLNN_01221	CDS	480				hypothetical protein
FNIJKLNN_01222	CDS	2448				hypothetical protein
FNIJKLNN_01223	CDS	276				hypothetical protein
FNIJKLNN_01224	CDS	519				hypothetical protein
FNIJKLNN_01225	CDS	1191	gpFI			Putative prophage major tail sheath protein
FNIJKLNN_01226	CDS	1038				hypothetical protein
FNIJKLNN_01227	CDS	528				hypothetical protein
FNIJKLNN_01228	CDS	2754				hypothetical protein
FNIJKLNN_01229	CDS	531				hypothetical protein
FNIJKLNN_01230	CDS	909				hypothetical protein
FNIJKLNN_01231	CDS	348				hypothetical protein
FNIJKLNN_01232	CDS	636				hypothetical protein
FNIJKLNN_01233	CDS	453				hypothetical protein
FNIJKLNN_01234	CDS	468				hypothetical protein
FNIJKLNN_01235	CDS	159				hypothetical protein
FNIJKLNN_01236	CDS	426				hypothetical protein
FNIJKLNN_01237	CDS	426				hypothetical protein
FNIJKLNN_01238	CDS	498				hypothetical protein
FNIJKLNN_01239	CDS	282				hypothetical protein
FNIJKLNN_01240	CDS	204				hypothetical protein
FNIJKLNN_01241	CDS	510				hypothetical protein
FNIJKLNN_01242	CDS	744				hypothetical protein
FNIJKLNN_01243	CDS	1074				hypothetical protein
FNIJKLNN_01244	CDS	855				hypothetical protein
FNIJKLNN_01245	CDS	1773				hypothetical protein
FNIJKLNN_01246	CDS	1035				hypothetical protein
FNIJKLNN_01247	CDS	2208				hypothetical protein
FNIJKLNN_01248	CDS	2289				hypothetical protein
FNIJKLNN_01249	CDS	276				hypothetical protein
FNIJKLNN_01250	CDS	225	traR_1			Protein TraR
FNIJKLNN_01251	CDS	300				hypothetical protein
FNIJKLNN_01252	CDS	225				hypothetical protein
FNIJKLNN_01253	CDS	501				hypothetical protein
FNIJKLNN_01254	CDS	273				hypothetical protein
FNIJKLNN_01255	CDS	294				hypothetical protein
FNIJKLNN_01256	CDS	981	xerD_3			Tyrosine recombinase XerD
FNIJKLNN_01257	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
FNIJKLNN_01258	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
FNIJKLNN_01259	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
FNIJKLNN_01260	CDS	675	yiiM		COG2258	Protein YiiM
FNIJKLNN_01261	CDS	942	kdgT			2-keto-3-deoxygluconate permease
FNIJKLNN_01262	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FNIJKLNN_01263	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
FNIJKLNN_01264	CDS	939	rhaR_1			HTH-type transcriptional activator RhaR
FNIJKLNN_01265	CDS	837	rhaS_1			HTH-type transcriptional activator RhaS
FNIJKLNN_01266	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
FNIJKLNN_01267	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
FNIJKLNN_01268	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
FNIJKLNN_01269	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
FNIJKLNN_01270	CDS	1395	scrY			Sucrose porin
FNIJKLNN_01271	CDS	663				hypothetical protein
FNIJKLNN_01272	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
FNIJKLNN_01273	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FNIJKLNN_01274	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FNIJKLNN_01275	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
FNIJKLNN_01276	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
FNIJKLNN_01277	CDS	930	fdhE		COG3058	Protein FdhE
FNIJKLNN_01278	CDS	129				hypothetical protein
FNIJKLNN_01279	CDS	243				hypothetical protein
FNIJKLNN_01280	CDS	219				hypothetical protein
FNIJKLNN_01281	CDS	1815				hypothetical protein
FNIJKLNN_01282	CDS	942	argA_2	2.3.1.1		Amino-acid acetyltransferase
FNIJKLNN_01283	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
FNIJKLNN_01284	CDS	873				hypothetical protein
FNIJKLNN_01285	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
FNIJKLNN_01286	CDS	786	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
FNIJKLNN_01287	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
FNIJKLNN_01288	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
FNIJKLNN_01289	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
FNIJKLNN_01290	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
FNIJKLNN_01291	CDS	903	yihR		COG2017	putative protein YihR
FNIJKLNN_01292	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
FNIJKLNN_01293	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
FNIJKLNN_01294	CDS	1404	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
FNIJKLNN_01295	CDS	759	ompL			Porin OmpL
FNIJKLNN_01296	CDS	1266	yihN			Inner membrane protein YihN
FNIJKLNN_01297	CDS	615				hypothetical protein
FNIJKLNN_01298	CDS	312				hypothetical protein
FNIJKLNN_01299	CDS	747				hypothetical protein
FNIJKLNN_01300	CDS	396				hypothetical protein
FNIJKLNN_01301	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
FNIJKLNN_01302	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
FNIJKLNN_01303	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
FNIJKLNN_01304	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
FNIJKLNN_01305	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
FNIJKLNN_01306	CDS	111	yshB			putative protein YshB
FNIJKLNN_01307	CDS	1374	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
FNIJKLNN_01308	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
FNIJKLNN_01309	CDS	633	engB		COG0218	putative GTP-binding protein EngB
FNIJKLNN_01310	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
FNIJKLNN_01311	CDS	186				hypothetical protein
FNIJKLNN_01312	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
FNIJKLNN_01313	CDS	1431	ydgA_1		COG5339	Protein YdgA
FNIJKLNN_01314	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
FNIJKLNN_01315	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
FNIJKLNN_01316	CDS	270	yihD		COG3084	Protein YihD
FNIJKLNN_01317	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
FNIJKLNN_01318	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
FNIJKLNN_01319	rRNA	111				5S ribosomal RNA
FNIJKLNN_01320	rRNA	2901				23S ribosomal RNA
FNIJKLNN_01321	tRNA	76				tRNA-Ala(tgc)
FNIJKLNN_01322	tRNA	77				tRNA-Ile(gat)
FNIJKLNN_01323	rRNA	1538				16S ribosomal RNA
FNIJKLNN_01324	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
FNIJKLNN_01325	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
FNIJKLNN_01326	CDS	615	yigZ		COG1739	IMPACT family member YigZ
FNIJKLNN_01327	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
FNIJKLNN_01328	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
FNIJKLNN_01329	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
FNIJKLNN_01330	CDS	702	fre	1.16.1.3	COG0543	NAD(P)H-flavin reductase
FNIJKLNN_01331	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
FNIJKLNN_01332	CDS	489	rfaH_1		COG0250	Transcription antitermination protein RfaH
FNIJKLNN_01333	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
FNIJKLNN_01334	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
FNIJKLNN_01335	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
FNIJKLNN_01336	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
FNIJKLNN_01337	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
FNIJKLNN_01338	CDS	606				hypothetical protein
FNIJKLNN_01339	CDS	756	ubiE_1	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FNIJKLNN_01340	CDS	1428				hypothetical protein
FNIJKLNN_01341	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
FNIJKLNN_01342	CDS	816	clcD_2	3.1.1.45		Carboxymethylenebutenolidase
FNIJKLNN_01343	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FNIJKLNN_01344	CDS	954	metR			HTH-type transcriptional regulator MetR
FNIJKLNN_01345	CDS	900				hypothetical protein
FNIJKLNN_01346	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
FNIJKLNN_01347	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
FNIJKLNN_01348	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
FNIJKLNN_01349	CDS	621	rhtC		COG1280	Threonine efflux protein
FNIJKLNN_01350	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FNIJKLNN_01351	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
FNIJKLNN_01352	CDS	468				hypothetical protein
FNIJKLNN_01353	CDS	891	rarD		COG2962	Protein RarD
FNIJKLNN_01354	CDS	381	yigG			Inner membrane protein YigG
FNIJKLNN_01355	CDS	381				hypothetical protein
FNIJKLNN_01356	CDS	951	corA		COG0598	Magnesium transport protein CorA
FNIJKLNN_01357	CDS	765				hypothetical protein
FNIJKLNN_01358	CDS	435	salL_1	2.5.1.94	COG1912	Adenosyl-chloride synthase
FNIJKLNN_01359	CDS	441	salL_2	2.5.1.94	COG1912	Adenosyl-chloride synthase
FNIJKLNN_01360	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
FNIJKLNN_01361	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
FNIJKLNN_01362	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
FNIJKLNN_01363	CDS	708				hypothetical protein
FNIJKLNN_01364	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FNIJKLNN_01365	CDS	204				hypothetical protein
FNIJKLNN_01366	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
FNIJKLNN_01367	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
FNIJKLNN_01368	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FNIJKLNN_01369	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
FNIJKLNN_01370	CDS	1236	hemX		COG2959	Protein HemX
FNIJKLNN_01371	CDS	1197	hemY		COG3071	Protein HemY
FNIJKLNN_01372	CDS	1656	atsA	3.1.6.1	COG3119	Arylsulfatase
FNIJKLNN_01373	CDS	1236	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
FNIJKLNN_01374	tRNA	77				tRNA-Pro(tgg)
FNIJKLNN_01375	tRNA	87				tRNA-Leu(cag)
FNIJKLNN_01376	tRNA	76				tRNA-His(gtg)
FNIJKLNN_01377	tRNA	77				tRNA-Arg(ccg)
FNIJKLNN_01378	CDS	1386	yifK		COG1113	putative transport protein YifK
FNIJKLNN_01379	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
FNIJKLNN_01380	CDS	1353	wzyE			putative ECA polymerase
FNIJKLNN_01381	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
FNIJKLNN_01382	CDS	1251	wzxE		COG2244	Lipid III flippase
FNIJKLNN_01383	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
FNIJKLNN_01384	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
FNIJKLNN_01385	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FNIJKLNN_01386	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FNIJKLNN_01387	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
FNIJKLNN_01388	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FNIJKLNN_01389	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
FNIJKLNN_01390	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FNIJKLNN_01391	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FNIJKLNN_01392	CDS	330	trxA		COG0526	Thioredoxin 1
FNIJKLNN_01393	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
FNIJKLNN_01394	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FNIJKLNN_01395	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
FNIJKLNN_01396	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
FNIJKLNN_01397	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
FNIJKLNN_01398	CDS	891	gltC_1			HTH-type transcriptional regulator GltC
FNIJKLNN_01399	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FNIJKLNN_01400	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FNIJKLNN_01401	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FNIJKLNN_01402	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
FNIJKLNN_01403	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
FNIJKLNN_01404	CDS	1521	comM		COG0606	Competence protein ComM
FNIJKLNN_01405	CDS	339				hypothetical protein
FNIJKLNN_01406	CDS	840	gltC_2			HTH-type transcriptional regulator GltC
FNIJKLNN_01407	tRNA	76				tRNA-Trp(cca)
FNIJKLNN_01408	tRNA	77				tRNA-Asp(gtc)
FNIJKLNN_01409	rRNA	111				5S ribosomal RNA
FNIJKLNN_01410	rRNA	2901				23S ribosomal RNA
FNIJKLNN_01411	tRNA	76				tRNA-Glu(ttc)
FNIJKLNN_01412	rRNA	1538				16S ribosomal RNA
FNIJKLNN_01413	CDS	693	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
FNIJKLNN_01414	CDS	1428	hsrA			putative transport protein HsrA
FNIJKLNN_01415	CDS	993	rbsR		COG1609	Ribose operon repressor
FNIJKLNN_01416	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
FNIJKLNN_01417	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
FNIJKLNN_01418	CDS	966	rbsC_1		COG1172	Ribose import permease protein RbsC
FNIJKLNN_01419	CDS	1506	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
FNIJKLNN_01420	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
FNIJKLNN_01421	CDS	1869	kup			Low affinity potassium transport system protein kup
FNIJKLNN_01422	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
FNIJKLNN_01423	CDS	1452	viaA		COG2425	Protein ViaA
FNIJKLNN_01424	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
FNIJKLNN_01425	CDS	459	asnC		COG1522	Regulatory protein AsnC
FNIJKLNN_01426	CDS	444	mioC		COG0716	Protein MioC
FNIJKLNN_01427	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FNIJKLNN_01428	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
FNIJKLNN_01429	CDS	381	atpI		COG3312	ATP synthase protein I
FNIJKLNN_01430	CDS	816	atpB		COG0356	ATP synthase subunit a
FNIJKLNN_01431	CDS	240	atpE		COG0636	ATP synthase subunit c
FNIJKLNN_01432	CDS	471	atpF		COG0711	ATP synthase subunit b
FNIJKLNN_01433	CDS	534	atpH		COG0712	ATP synthase subunit delta
FNIJKLNN_01434	CDS	1542	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
FNIJKLNN_01435	CDS	864	atpG		COG0224	ATP synthase gamma chain
FNIJKLNN_01436	CDS	1383	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
FNIJKLNN_01437	CDS	420	atpC		COG0355	ATP synthase epsilon chain
FNIJKLNN_01438	CDS	1371	glmU_1		COG1207	Bifunctional protein GlmU
FNIJKLNN_01439	CDS	1830	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FNIJKLNN_01440	CDS	573	fimA_1			Type-1 fimbrial protein, A chain
FNIJKLNN_01441	CDS	732	focC_1			Chaperone protein FocC
FNIJKLNN_01442	CDS	2523	elfC_1		COG3188	putative outer membrane usher protein ElfC
FNIJKLNN_01443	CDS	1071	lpfD			putative minor fimbrial subunit LpfD
FNIJKLNN_01444	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
FNIJKLNN_01445	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
FNIJKLNN_01446	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
FNIJKLNN_01447	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
FNIJKLNN_01448	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
FNIJKLNN_01449	CDS	2499				hypothetical protein
FNIJKLNN_01450	CDS	150				hypothetical protein
FNIJKLNN_01451	CDS	1188				hypothetical protein
FNIJKLNN_01452	CDS	2409				hypothetical protein
FNIJKLNN_01453	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
FNIJKLNN_01454	CDS	1338	adeP		COG2252	Adenine permease AdeP
FNIJKLNN_01455	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
FNIJKLNN_01456	CDS	750				hypothetical protein
FNIJKLNN_01457	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
FNIJKLNN_01458	CDS	1176	mdtL			Multidrug resistance protein MdtL
FNIJKLNN_01459	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
FNIJKLNN_01460	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
FNIJKLNN_01461	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FNIJKLNN_01462	CDS	1647	yidC			Membrane protein insertase YidC
FNIJKLNN_01463	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FNIJKLNN_01464	CDS	141	rpmH		COG0230	50S ribosomal protein L34
FNIJKLNN_01465	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FNIJKLNN_01466	CDS	1101	dnaN		COG0592	Beta sliding clamp
FNIJKLNN_01467	CDS	1074	recF_1		COG1195	DNA replication and repair protein RecF
FNIJKLNN_01468	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
FNIJKLNN_01469	CDS	399				hypothetical protein
FNIJKLNN_01470	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
FNIJKLNN_01471	CDS	657				hypothetical protein
FNIJKLNN_01472	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
FNIJKLNN_01473	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
FNIJKLNN_01474	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
FNIJKLNN_01475	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
FNIJKLNN_01476	CDS	1293	dgoT			D-galactonate transporter
FNIJKLNN_01477	CDS	1101	cbrA		COG0644	Protein CbrA
FNIJKLNN_01478	CDS	1215				hypothetical protein
FNIJKLNN_01479	CDS	261				hypothetical protein
FNIJKLNN_01480	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
FNIJKLNN_01481	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
FNIJKLNN_01482	CDS	1662	aspT_1			Aspartate/alanine antiporter
FNIJKLNN_01483	CDS	717	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
FNIJKLNN_01484	CDS	1617	malP_1		COG1263	PTS system maltose-specific EIICB component
FNIJKLNN_01485	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
FNIJKLNN_01486	CDS	894	cdhR		COG4977	HTH-type transcriptional regulator CdhR
FNIJKLNN_01487	CDS	1716	yidK		COG4146	putative symporter YidK
FNIJKLNN_01488	CDS	1494	betC_1	3.1.6.6	COG3119	Choline-sulfatase
FNIJKLNN_01489	CDS	450	yidI			Inner membrane protein YidI
FNIJKLNN_01490	CDS	348	yidH		COG2149	Inner membrane protein YidH
FNIJKLNN_01491	CDS	363	yidG			Inner membrane protein YidG
FNIJKLNN_01492	CDS	498	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
FNIJKLNN_01493	CDS	1185	emrD			Multidrug resistance protein D
FNIJKLNN_01494	CDS	90	tisB			Small toxic protein TisB
FNIJKLNN_01495	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
FNIJKLNN_01496	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
FNIJKLNN_01497	CDS	1296				hypothetical protein
FNIJKLNN_01498	CDS	1470				hypothetical protein
FNIJKLNN_01499	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
FNIJKLNN_01500	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
FNIJKLNN_01501	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
FNIJKLNN_01502	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
FNIJKLNN_01503	CDS	891	dgcZ_1	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
FNIJKLNN_01504	CDS	393	ygiW_2		COG3111	Protein YgiW
FNIJKLNN_01505	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
FNIJKLNN_01506	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
FNIJKLNN_01507	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
FNIJKLNN_01508	CDS	204	ydfZ			Putative selenoprotein YdfZ
FNIJKLNN_01509	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
FNIJKLNN_01510	CDS	1284	proP_2			Proline/betaine transporter
FNIJKLNN_01511	CDS	234	ydfK_2			Cold shock protein YdfK
FNIJKLNN_01512	CDS	591	pinR	3.1.22.-	COG1961	Serine recombinase PinR
FNIJKLNN_01513	CDS	576	tfaE_1			Prophage tail fiber assembly protein TfaE
FNIJKLNN_01514	CDS	2916				hypothetical protein
FNIJKLNN_01515	CDS	600	ompX_1		COG3637	Outer membrane protein X
FNIJKLNN_01516	CDS	3399				hypothetical protein
FNIJKLNN_01517	CDS	549				hypothetical protein
FNIJKLNN_01518	CDS	600				hypothetical protein
FNIJKLNN_01519	CDS	699				hypothetical protein
FNIJKLNN_01520	CDS	330				hypothetical protein
FNIJKLNN_01521	CDS	3066				hypothetical protein
FNIJKLNN_01522	CDS	318				hypothetical protein
FNIJKLNN_01523	CDS	387				hypothetical protein
FNIJKLNN_01524	CDS	744				hypothetical protein
FNIJKLNN_01525	CDS	402				hypothetical protein
FNIJKLNN_01526	CDS	579				hypothetical protein
FNIJKLNN_01527	CDS	276				hypothetical protein
FNIJKLNN_01528	CDS	324				hypothetical protein
FNIJKLNN_01529	CDS	2028	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FNIJKLNN_01530	CDS	1509				hypothetical protein
FNIJKLNN_01531	CDS	213				hypothetical protein
FNIJKLNN_01532	CDS	2103				hypothetical protein
FNIJKLNN_01533	CDS	495				hypothetical protein
FNIJKLNN_01534	CDS	168				hypothetical protein
FNIJKLNN_01535	CDS	207				hypothetical protein
FNIJKLNN_01536	CDS	411	ydfO_1		COG5562	putative protein YdfO
FNIJKLNN_01537	CDS	174	gnsA_1			Protein GnsA
FNIJKLNN_01538	CDS	213	cspJ			Cold shock-like protein CspJ
FNIJKLNN_01539	CDS	498				hypothetical protein
FNIJKLNN_01540	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
FNIJKLNN_01541	CDS	288	ydfR_1			putative protein YdfR
FNIJKLNN_01542	CDS	207				hypothetical protein
FNIJKLNN_01543	CDS	120				hypothetical protein
FNIJKLNN_01544	CDS	216	cspB		COG1278	Cold shock-like protein CspB
FNIJKLNN_01545	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
FNIJKLNN_01546	CDS	753				hypothetical protein
FNIJKLNN_01547	CDS	1050				hypothetical protein
FNIJKLNN_01548	CDS	252				hypothetical protein
FNIJKLNN_01549	CDS	213	hokC_1			Toxic protein HokC
FNIJKLNN_01550	CDS	1788				hypothetical protein
FNIJKLNN_01551	CDS	402				hypothetical protein
FNIJKLNN_01552	CDS	966				hypothetical protein
FNIJKLNN_01553	CDS	522				hypothetical protein
FNIJKLNN_01554	CDS	228				hypothetical protein
FNIJKLNN_01555	CDS	459				hypothetical protein
FNIJKLNN_01556	CDS	156				hypothetical protein
FNIJKLNN_01557	CDS	576	ydfB			putative protein YdfB
FNIJKLNN_01558	CDS	135				hypothetical protein
FNIJKLNN_01559	CDS	981				hypothetical protein
FNIJKLNN_01560	CDS	192				hypothetical protein
FNIJKLNN_01561	CDS	2472	recE_1	3.1.11.-		Exodeoxyribonuclease 8
FNIJKLNN_01562	CDS	237				hypothetical protein
FNIJKLNN_01563	CDS	1281	intQ_1		COG0582	Putative defective protein IntQ
FNIJKLNN_01564	CDS	111				hypothetical protein
FNIJKLNN_01565	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
FNIJKLNN_01566	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
FNIJKLNN_01567	CDS	327				hypothetical protein
FNIJKLNN_01568	CDS	342				hypothetical protein
FNIJKLNN_01569	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
FNIJKLNN_01570	CDS	747				hypothetical protein
FNIJKLNN_01571	CDS	306	ynfD			putative protein YnfD
